id,number,begin,end,created,modified,severity,service_name,status_impact,external_desc,affected_products,affected_regions,source,name,status,impact,created_at,updated_at,resolved_at,started_at,affected_components,shortlink,duration_minutes,severity_load,incident_time,time_since_last,failure_rate_proxy,duration_load
8yf6bsryqw5p,,,,,,,,,,,,statuspage,Login and UI Irregularities in US Region,resolved,minor,2024-01-30T16:17:44.458Z,2024-01-30T17:15:09.543Z,2024-01-30T17:15:09.528Z,2024-01-30T16:17:44.451Z,"Alerts : US, APM : US, Auto-Telemetry with Pixie : US, AWS Lambda Integration : US, Browser : US, Dashboards : US, Incident Intelligence : US, Infrastructure : US, Infrastructure Integrations : US, Logs : US, Lookout : US, Mobile : US, Open Instrumentation : US, Proactive Detection : US, Serverless : US, Synthetics : US",,57.417950000000005,0.4,2024-01-30 16:17:44.451000+00:00,146.6820036111111,0.006817468914940909,0.4080388174567617
5187qzxv1zvg,,,,,,,,,,,,atlassian,User searches failing,resolved,none,2024-02-07T16:40:28.383Z,2024-02-07T17:44:38.563Z,2024-02-07T17:44:38.545Z,2024-02-07T16:40:28.378Z,,https://stspg.io/nwbhj091jbtg,64.16945,0.2,2024-02-07 16:40:28.378000+00:00,192.37886861111113,0.005198076104821439,0.41900989859339216
cwclx9t8ysdv,,,,,,,,,,,,statuspage,New Relic UI Irregularities in US Region,resolved,major,2024-02-13T06:33:00.000Z,2024-03-06T22:06:12.942Z,2024-02-13T07:44:19.596Z,2024-02-13T06:33:00.000Z,"Alerts : US, APM : US, Auto-Telemetry with Pixie : US, AWS Lambda Integration : US, Browser : US, Dashboards : US, Incident Intelligence : US, Infrastructure : US, Infrastructure Integrations : US, Logs : US, Lookout : US, Mobile : US, Open Instrumentation : US, Proactive Detection : US, Serverless : US, Synthetics : US",,71.3266,0.7,2024-02-13 06:33:00+00:00,133.87545055555555,0.007469629389482583,0.42946271610080367
d8ldj5ktl5vd,,,,,,,,,,,,statuspage,Alert Delays in US Region,resolved,minor,2024-02-13T16:17:55.294Z,2024-02-13T18:20:48.619Z,2024-02-13T18:20:48.607Z,2024-02-13T16:17:55.290Z,"APM : US, Browser : US, Infrastructure : US, Logs : US, Mobile : US, NRQL : US, Serverless : US, Synthetics : US",,122.88861666666666,0.4,2024-02-13 16:17:55.290000+00:00,9.748691666666668,0.10257786728646492,0.4834507041956084
kx8q9p85j737,,,,,,,,,,,,statuspage,New Relic UI Delays and Irregularities in the EU and US Regions,resolved,minor,2024-02-14T18:07:47.047Z,2024-02-14T18:50:10.809Z,2024-02-14T18:50:10.791Z,2024-02-14T18:07:47.042Z,"APM Agent : US, APM Agent : Europe, Alerts : US, Alerts : Europe, APM : US, APM : Europe, Browser Agent : US, Browser Agent : Europe, Event API : US, Event API : Europe, Auto-Telemetry with Pixie : US, Auto-Telemetry with Pixie : Europe, AWS Lambda Integration : US, AWS Lambda Integration : Europe, Incident Intelligence API : US, Incident Intelligence API : Europe, Browser : US, Browser : Europe, Infrastructure Agent : US, Infrastructure Agent : Europe, Dashboards : US, Dashboards : Europe, Log API : US, Log API : Europe, Incident Intelligence : US, Metric API : US, Incident Intelligence : Europe, Metric API : Europe, Infrastructure : US, Infrastructure : Europe, Mobile Agent : US, Mobile Agent : Europe, OTLP API : US, OTLP API : Europe, Infrastructure Integrations : US, Infrastructure Integrations : Europe, Logs : US, Logs : Europe, Trace API : US, Trace API : Europe, Lookout : US, Lookout : Europe, Synthetics : US, Synthetics : Europe, Mobile : US, Mobile : Europe, Open Instrumentation : US, Open Instrumentation : Europe, Proactive Detection : US, Proactive Detection : Europe, Serverless : US, Serverless : Europe, Synthetics : US, Synthetics : Europe",,42.39581666666666,0.4,2024-02-14 18:07:47.042000+00:00,25.83104222222222,0.03871311081438707,0.3782195156781735
gg9z8g8xsxc7,,,,,,,,,,,,atlassian,Service Disruptions Affecting Atlassian Products,postmortem,none,2024-02-14T21:57:44.069Z,2024-02-27T05:41:26.778Z,2024-02-14T23:32:18.665Z,2024-02-14T21:57:44.064Z,,https://stspg.io/r4h0jlkc4br7,94.57668333333332,0.2,2024-02-14 21:57:44.064000+00:00,3.8325061111111114,0.26092587226431907,0.4574238809182579
x33z8rf4gvt9,,,,,,,,,,,,statuspage,False alarm,resolved,none,2024-02-14T23:41:48.332Z,2024-03-06T21:30:31.886Z,2024-02-14T23:48:32.616Z,2024-02-14T23:41:48.327Z,,,6.73815,0.2,2024-02-14 23:41:48.327000+00:00,1.7345175,0.5765292076903231,0.20525838853050352
b029vj9vfc6g,,,,,,,,,,,,statuspage,NRQL Query Errors in US Region,resolved,minor,2024-02-23T17:31:50.269Z,2024-03-06T21:31:13.609Z,2024-02-23T17:45:53.000Z,2024-02-23T17:31:50.065Z,"APM Agent : US, Alerts : US, APM : US, Browser Agent : US, Event API : US, Auto-Telemetry with Pixie : US, AWS Lambda Integration : US, Incident Intelligence API : US, Browser : US, Infrastructure Agent : US, Dashboards : US, Log API : US, Incident Intelligence : US, Metric API : US, Infrastructure : US, Mobile Agent : US, OTLP API : US, Infrastructure Integrations : US, Logs : US, Trace API : US, Lookout : US, Synthetics : US, Mobile : US, Open Instrumentation : US, Proactive Detection : US, Serverless : US, Synthetics : US",,14.048916666666663,0.4,2024-02-23 17:31:50.065000+00:00,209.8338161111111,0.004765676088502725,0.2719814596038282
mhkfvg60t6kg,,,,,,,,,,,,statuspage,Alerts UI Irregularities,resolved,minor,2024-03-07T14:51:24.276Z,2024-03-07T22:23:29.279Z,2024-03-07T22:23:29.267Z,2024-03-07T14:51:24.271Z,Alerts : US,,452.08326666666665,0.4,2024-03-07 14:51:24.271000+00:00,309.3261683333333,0.003232833501892374,0.6135269320207769
8ngbnjcn9jyg,,,,,,,,,,,,statuspage,Delivery of old notifications,resolved,none,2024-03-09T01:47:09.155Z,2024-03-09T09:49:40.410Z,2024-03-09T09:49:39.999Z,2024-03-09T01:47:09.150Z,"Website, Desktop Application, Mobile Application, Paper",,482.51415,0.2,2024-03-09 01:47:09.150000+00:00,34.92913305555555,0.02862939651005589,0.6200477977111145
9dftt10x9wpn,,,,,,,,,,,,statuspage,Dropbox Paper may not be working as expected,resolved,major,2024-03-13T06:55:52.644Z,2024-03-13T16:02:52.222Z,2024-03-13T16:02:52.210Z,2024-03-13T06:55:52.639Z,Paper,,546.9928500000001,0.7,2024-03-13 06:55:52.639000+00:00,101.14541361111111,0.009886755753897547,0.632605247995435
wkg5wqdk5kx8,,,,,,,,,,,,statuspage,Uploading files to Dropbox via email might not be working for some users.,resolved,minor,2024-03-15T03:03:14.944Z,2024-03-15T13:42:36.083Z,2024-03-15T13:42:36.068Z,2024-03-15T03:03:14.940Z,Website,,639.3521333333333,0.4,2024-03-15 03:03:14.940000+00:00,44.12286138888889,0.02266398797635146,0.6482297265605909
vvgblbqmz4cg,,,,,,,,,,,,statuspage,Dropbox is not working for some users,resolved,minor,2024-03-26T00:37:03.561Z,2024-03-26T01:42:16.392Z,2024-03-26T01:42:15.971Z,2024-03-26T00:37:03.556Z,"Website, Desktop Application, Mobile Application",,65.20691666666667,0.4,2024-03-26 00:37:03.556000+00:00,261.56350444444445,0.0038231633351295687,0.4205942688930538
8jwthbcfgsr5,,,,,,,,,,,,statuspage,Text editing features in PDF editor might not be working for some users,resolved,minor,2024-04-08T21:28:18.350Z,2024-04-09T01:21:49.859Z,2024-04-09T01:21:49.842Z,2024-04-08T21:28:18.342Z,"Website, Desktop Application",,233.525,0.4,2024-04-08 21:28:18.342000+00:00,332.85410722222224,0.0030043192446844993,0.547468905169902
q9mwhbbkff7y,,,,,,,,,,,,statuspage,Some features are not working as expected,resolved,minor,2024-04-09T17:41:48.480Z,2024-04-09T21:48:28.743Z,2024-04-09T21:48:28.726Z,2024-04-09T17:41:48.474Z,"Website, Desktop Application, Mobile Application",,246.67086666666668,0.4,2024-04-09 17:41:48.474000+00:00,20.225036666666664,0.049443668087293134,0.5529398726040978
fng3whcpsv04,,,,,,,,,,,,statuspage,Enterprise console may not be working as expected,resolved,minor,2024-04-23T18:53:10.379Z,2024-04-23T22:40:16.804Z,2024-04-23T22:40:16.433Z,2024-04-23T18:53:10.374Z,Website,,227.1009833333333,0.4,2024-04-23 18:53:10.374000+00:00,337.18941666666666,0.0029656921319940596,0.5446828140670451
4j24qkzbqf01,,,,,,,,,,,,statuspage,Dash may not be working as expected,resolved,minor,2024-04-24T01:38:32.957Z,2024-04-24T02:30:57.175Z,2024-04-24T02:30:57.160Z,2024-04-24T01:38:32.951Z,Dash,,52.40348333333333,0.4,2024-04-24 01:38:32.951000+00:00,6.756271388888889,0.14801063226154038,0.3990359300005607
7sw303g0k0pl,,,,,,,,,,,,statuspage,Shared sub-content may be inaccessible,resolved,minor,2024-04-24T14:40:21.849Z,2024-04-25T18:18:39.365Z,2024-04-25T18:18:39.350Z,2024-04-24T14:40:21.845Z,Website,,1658.29175,0.4,2024-04-24 14:40:21.845000+00:00,13.030248333333333,0.07674450819497045,0.7437413122871199
fwxx258qmr7b,,,,,,,,,,,,statuspage,Dropbox desktop application may not be working as expected,resolved,minor,2024-04-24T15:30:53.843Z,2024-04-27T01:58:11.448Z,2024-04-27T01:58:11.435Z,2024-04-24T15:30:53.839Z,Desktop Application,,3507.2932666666666,0.4,2024-04-24 15:30:53.839000+00:00,0.8422205555555556,1.187337441960637,0.8188501622228356
gcy31rpylhdm,,,,,,,,,,,,statuspage,Dropbox is not working for some users,resolved,minor,2024-04-25T18:47:31.952Z,2024-04-25T19:13:59.808Z,2024-04-25T19:13:59.796Z,2024-04-25T18:47:32.000Z,"Website, Desktop Application, Paper, Replay",,26.463266666666662,0.4,2024-04-25 18:47:32+00:00,27.27726694444444,0.036660564346006445,0.33232457003951515
rdh07wrx06kc,,,,,,,,,,,,statuspage,Signatures may not be working as expected for new users,resolved,minor,2024-04-26T13:46:52.241Z,2024-04-26T15:10:51.992Z,2024-04-26T15:10:51.972Z,2024-04-26T13:46:52.235Z,Website,,83.99561666666666,0.4,2024-04-26 13:46:52.235000+00:00,18.988954166666666,0.052662194622356114,0.4456541402412851
lx8txvsgp84k,,,,,,,,,,,,statuspage,Audit logs may not be working as expected,resolved,minor,2024-04-29T03:30:08.928Z,2024-04-29T04:35:55.819Z,2024-04-29T04:35:55.804Z,2024-04-29T03:30:08.923Z,Website,,65.78135,0.4,2024-04-29 03:30:08.923000+00:00,61.72130222222222,0.016201861658712034,0.42146087105530505
lhynxdl4l96q,,,,,,,,,,,,statuspage,New Relic UI Delays and Irregularities in the EU Region,resolved,major,2024-05-05T18:18:44.702Z,2024-05-05T20:40:34.712Z,2024-05-05T20:40:34.695Z,2024-05-05T18:18:44.698Z,"Alerts : Europe, APM : Europe, Auto-Telemetry with Pixie : Europe, AWS Lambda Integration : Europe, Browser : Europe, Dashboards : Europe, Incident Intelligence : Europe, Infrastructure : Europe, Infrastructure Integrations : Europe, Logs : Europe, Lookout : Europe, Mobile : Europe, Open Instrumentation : Europe, Proactive Detection : Europe, Serverless : Europe, Synthetics : Europe",,141.83328333333333,0.7,2024-05-05 18:18:44.698000+00:00,158.80993750000002,0.00629683517128769,0.49772487811705884
plz0zpnzbfpx,,,,,,,,,,,,statuspage,Single Sign-On (SSO) may not be working as expected,resolved,none,2024-05-13T15:31:17.312Z,2024-05-14T00:14:37.988Z,2024-05-14T00:14:10.294Z,2024-05-13T15:31:17.308Z,Support Services,,522.8831,0.2,2024-05-13 15:31:17.308000+00:00,189.20905833333333,0.005285159224450451,0.6280917609736899
v96m7m80zzws,,,,,,,,,,,,statuspage,Single Sign-On (SSO) may not be working as expected,resolved,none,2024-05-14T00:19:56.861Z,2024-05-14T00:19:56.924Z,2024-05-14T00:19:56.917Z,2024-05-14T00:19:56.858Z,Website,,0.0009833333333333,0.2,2024-05-14 00:19:56.858000+00:00,8.810986111111111,0.11349467442003433,0.0695322407169597
j8cn2d08s8ly,,,,,,,,,,,,statuspage,Synthetics Irregularities for the EU and US regions,resolved,minor,2024-05-14T12:27:16.700Z,2024-05-14T14:34:06.186Z,2024-05-14T14:34:06.169Z,2024-05-14T12:27:16.697Z,"Synthetics : US, Synthetics : Europe",,126.82453333333332,0.4,2024-05-14 12:27:16.697000+00:00,12.1221775,0.0824934299138913,0.4865880771517353
p6rsv1fgxhsb,,,,,,,,,,,,statuspage,Dropbox is not working for some users,resolved,minor,2024-05-17T16:38:59.178Z,2024-05-17T19:08:55.011Z,2024-05-17T19:08:54.994Z,2024-05-17T16:38:59.173Z,Website,,149.93035,0.4,2024-05-17 16:38:59.173000+00:00,76.19513222222223,0.013124197974793344,0.5032562194875433
p03j81xfbzjq,,,,,,,,,,,,statuspage,Brief intermittent availability issues,resolved,minor,2024-05-23T10:43:20.572Z,2024-05-23T11:32:02.431Z,2024-05-23T11:32:02.418Z,2024-05-23T10:43:20.566Z,"Website, Desktop Application",,48.69753333333333,0.4,2024-05-23 10:43:20.566000+00:00,138.07260916666667,0.007242566110943161,0.3918212925314005
g9p0hvdq1n1k,,,,,,,,,,,,statuspage,Degraded experience on mobile Android users,resolved,minor,2024-05-24T00:41:25.442Z,2024-06-07T19:40:50.505Z,2024-06-07T19:40:50.489Z,2024-05-24T00:41:25.438Z,Mobile Application,,21299.417516666665,0.4,2024-05-24 00:41:25.438000+00:00,13.968020000000001,0.07159210825872242,0.9997758653698683
hxfmj9qrw6qr,,,,,,,,,,,,statuspage,Dropbox is not working as expected for some users,resolved,minor,2024-05-28T15:46:25.348Z,2024-05-28T17:14:35.575Z,2024-05-28T17:14:35.167Z,2024-05-28T15:46:25.342Z,"Website, Desktop Application, Mobile Application",,88.16375,0.4,2024-05-28 15:46:25.342000+00:00,111.08330666666666,0.009002252723721585,0.450456652313796
rc24b1lgtbr2,,,,,,,,,,,,statuspage,Viewing shared links might not be working for some users,resolved,minor,2024-05-29T15:57:14.731Z,2024-05-29T16:24:11.349Z,2024-05-29T16:24:11.333Z,2024-05-29T15:57:14.727Z,Website,,26.94343333333333,0.4,2024-05-29 15:57:14.727000+00:00,24.18038472222222,0.041355834966553755,0.3340632968693947
cvj5nhhgxghg,,,,,,,,,,,,statuspage,Dropbox is not working as expected for some users,resolved,minor,2024-05-30T18:43:52.794Z,2024-05-30T20:15:30.661Z,2024-05-30T20:15:30.259Z,2024-05-30T18:43:52.790Z,Website,,91.62448333333332,0.4,2024-05-30 18:43:52.790000+00:00,26.77723972222222,0.03734514872980384,0.4542764960731335
4dh7m57xqhfq,,,,,,,,,,,,atlassian,Some of the www.atlassian.com pages are inaccessible,resolved,none,2024-06-06T01:30:44.228Z,2024-06-06T04:30:02.901Z,2024-06-06T04:30:02.883Z,2024-06-06T01:30:44.222Z,,https://stspg.io/qn6bhjbczv28,179.31101666666666,0.2,2024-06-06 01:30:44.222000+00:00,150.78095333333334,0.006632137401262396,0.5210985126124599
k66lm1nq0vpv,,,,,,,,,,,,statuspage,Alert Delays in the US Region,resolved,minor,2024-06-08T01:44:45.973Z,2024-06-08T02:46:33.696Z,2024-06-08T02:46:33.634Z,2024-06-08T01:44:45.968Z,"APM : US, APM Agent : US, Browser : US, Browser Agent : US, Infrastructure : US, Event API : US, Logs : US, Incident Intelligence API : US, Mobile : US, Infrastructure Agent : US, NRQL : US, Log API : US, Serverless : US, Metric API : US, Synthetics : US, Mobile Agent : US, OTLP API : US, Trace API : US, Synthetics : US",,61.79443333333334,0.4,2024-06-08 01:44:45.968000+00:00,48.23381833333334,0.020732341634021576,0.41528581101634904
qw9qy8ksfzpn,,,,,,,,,,,,statuspage,Enterprise console may not be working as expected,resolved,minor,2024-06-18T14:07:22.001Z,2024-06-18T16:18:06.276Z,2024-06-18T16:18:06.254Z,2024-06-18T14:07:21.996Z,Website,,130.73763333333332,0.4,2024-06-18 14:07:21.996000+00:00,252.37667444444446,0.003962331313705179,0.48961292281572366
flwvpy8ybj6t,,,,,,,,,,,,statuspage,Photos tab in Android app may not be loading as expected,resolved,minor,2024-06-21T18:30:29.000Z,2024-06-25T16:33:34.945Z,2024-06-25T16:33:34.930Z,2024-06-21T18:30:29.000Z,Mobile Application,,5643.0988333333335,0.4,2024-06-21 18:30:29+00:00,76.38527888888889,0.01309152777270885,0.8665474645559974
0xzfcjfbg6qj,,,,,,,,,,,,statuspage,Phone support may not be working as expected for some Team Admins,resolved,minor,2024-06-22T01:47:56.151Z,2024-06-22T05:46:31.180Z,2024-06-22T05:46:31.169Z,2024-06-22T01:47:56.146Z,Support Services,,238.58371666666665,0.4,2024-06-22 01:47:56.146000+00:00,7.290873888888889,0.1371577694580584,0.549609673430741
j0j3kh2yn2lw,,,,,,,,,,,,statuspage,Brief Service Degradation in All Entities UI,resolved,minor,2024-06-24T18:59:57.993Z,2024-06-24T19:18:36.810Z,2024-06-24T19:15:26.188Z,2024-06-24T18:59:57.988Z,"APM : US, APM : Europe, Browser : US, Browser : Europe, Infrastructure : US, Infrastructure : Europe, Mobile : US, Mobile : Europe, Open Instrumentation : US, Open Instrumentation : Europe, Serverless : US, Serverless : Europe",,15.47,0.4,2024-06-24 18:59:57.988000+00:00,65.20051166666667,0.01533730295112459,0.2810332306906979
